id,월키,날짜,부서,담당,제목,내용,매년반복
135,2025-11,11/17,"교장·교감","교감","공직기강 특별점검 기간 복무·겸직 관리","11/11~12/31 공직기강 특별점검에 따른 복무관리 강화 공문 공람(추석 연휴 전 9월에도 명절 공직기강 점검 안내). 11/20 겸직 집중 신고기간에 따른 겸직관리 강화 공문도 추가 공람. 연말·명절마다 반복되므로 복무 상신 시간 준수와 겸직 허가 여부 확인을 안내해야 함.",TRUE
136,2025-11,11/19,"상담복지부","기획","긴급복지 신고의무자교육(법정의무교육) 이수","교원·직원·강사 전원이 매년 1시간 이상 긴급복지 신고의무자교육을 이수해야 하며, 한국보건복지인재원·중앙교육연수원·서울시교육청연수원 3개 경로별 신청기간과 나이스 등재 방식을 안내. 이수증 또는 나이스 등재 캡처를 11/28까지 담당자에게 메시지 제출(파일명: 성함_긴급복지이수증).",TRUE
137,2025-11,11/19,"진로교육부","진로교육부장","연간 진로체험 실적 보고 수합","부서별·학년별 실시한 진로체험의 활동유형·인정시간을 엑셀에 입력해 11/26까지 제출받음. 외부기관 내교 프로그램은 체험처명을 잠실중학교로, 현장직업·직업실무·학과체험형은 4시간 이상, 캠프형은 6시간 이상 활동이 전제이며 실시 예정 활동도 미리 입력. 학년말 교육활동 결과 보고 시즌의 시작.",TRUE
138,2025-11,11/20,"진로교육부","진로교육부장","3학년 자소서·면접 특강 운영","자기주도학습전형(국제고·외고·자사고 등) 지원 3학년 대상으로 자소서 특강 1차 11/21(금) 5,6교시, 피드백 특강 11/28(금) 5,6교시, 면접 특강 12/8(월) 5,6교시를 과학실A에서 진행. 교과교사는 해당 시간 수업에서 빠지면 안 되는 학생이 있으면 사전 조치, 참가 명단은 첨부 확인.",TRUE
139,2025-11,11/21,"3학년부","진로연계","3학년 자기개발시기(전환기) 프로그램 운영","기말고사 후 11/3부터 메타버스 금융교육, 후기고·특성화고 설명회 방송, 공예체험, 경제교육, 성교육, 달력 컬러링 등 외부 강사·방송 프로그램을 운영. 10/28 사전 안내로 시간표 변경 수요를 수업계에 접수하고, 각 프로그램 당일 해당 교시 교과교사의 임장·출석 지도를 개별 안내. 수업나눔카페를 외부 강사 대기실로 지정.",TRUE
140,2025-11,11/24,"창의인문부","인문교육","월별 인성교육의 날 운영","매월 조회시간 방송교육 형태로 운영(9/30 '나를 알아가는 과정' 영상+활동지, 10/21 방송교육). 11월(11/25~27)은 <잠실중 마음약국: 시 처방전>으로 익명 고민 접수 후 학생 약사가 시 처방전을 작성·전달하는 방식. 활동지 학급함 배부→학급 수합→창의인문부 제출 흐름과 담임의 방송 집중 지도가 기본 틀.",TRUE
141,2025-11,11/26,"교장·교감","교감","교원 평정 다면평가관리위원회 구성","교원 평정을 위해 다면평가관리위원회 구성 의견을 수렴(2024년은 부장대표 2, 담임대표 2, 비담임대표 1, 비교과대표 1 총 6명). 11/26 부장별 부서 의견 수합(당일 13시까지) → 11/28 예년과 동일 구성으로 확정 공지. 12월 평정 업무의 사전 절차.",TRUE
142,2025-11,11/27,"교육연구부","연구기획","학교평가 설문 실시(학생·교원·직원)","10/28부터 부서별 학교평가 문항·자료를 수합한 뒤, 11/27 학생 설문(QR 학급함 배부, 조종례 시간 활용)과 교원·직원용 구글폼 설문을 배포하고 12/2(화)까지 참여 완료 요청. 담임의 참여 독려가 핵심이며 교감이 주간업무에 학교평가 일정 입력을 병행 지시.",TRUE
143,2025-11,11/27,"창의인문부","기획","2학기 창체 자율활동 입력 예시 배부","1~3학년 담임에게 2학기 창의적 체험활동 자율활동 나이스 입력 예시(학생회 임원·생활부원 문구 포함)를 배부. 당일 생활부원 부분을 수정해 재배부했으므로 최종본 확인이 필요. 학기말 생기부 입력과 연동되는 자료로 매 학기말 반복.",TRUE
144,2025-11,11/28,"교무기획부","고사계","1,2학년 기말고사(12/15~17) 준비 일정","10/31 전체 일정 예고(11/10 시험범위 교과협의록 제출, 11/17 출제 고사연수, 11/20 고사원안 제출, 12/8 감독연수) → 11/4 고사원안 양식 배부 → 11/17 교과협의록 작성 수합 → 11/28 시험감독 불가자 복무 사유(나이스 결재 필수)를 12/1까지 신고받는 흐름으로 진행.",TRUE
145,2025-12,12/1,"교육연구부","연구기획","교원학습공동체 운영 마감·결과보고","12/1로 학교 안 교원학습공동체 운영 기간이 종료되며 각 모임별 출석부·이수자 명단·결과보고서 제출을 안내. 12/8 퇴청 전까지 제출 리마인드 후 내부결재와 교육청 공문 제출을 거쳐 12/10 직무연수(상시과정) 결과보고서를 학교혁신지원센터 홈페이지에 탑재하도록 재안내함. 12월 초까지 마감되도록 일정 관리 필요.",TRUE
146,2025-12,12/1,"교무기획부(평정)","교감·교무기획부장","교원 평정·다면평가 실시","12/1 정성평가용 자기실적평가서 배부(12/3 제출), 12/2 정량평가(다면평가) 파일 배부(12/4 제출) 후 기준 수정으로 12/3~5 파일 재배부·재제출 진행. 12/4~8 연령순 그룹별 다면평가자 대표 3인 선출, 12/9~10 다면평가위원 평가 후 결과지·USB 제출. 12/30에는 2026학년도 다면평가 기준안(직무연수 45시간 만점·당해 11/30 이수 마감 등)을 배포해 의견 수렴함.",TRUE
147,2025-12,12/5,"교무기획부(생기부)","생기부","생활기록부 입력 일정 관리","12/5까지 정규동아리·자율동아리 입력 및 반영 마감을 재안내하고, 이후 학기말 생기부 입력 일정은 패들렛 일정표로 공유해 진행. 담당자는 항목별 마감일을 잡아 반복 안내하고 개별 수정 요청을 관리해야 함.",TRUE
148,2025-12,12/8,"교무기획부(고사)","고사계","수행평가일람표 제출","1·2학년 교과교사가 12/12 퇴청 전까지 나이스에서 강의실별 일람표(학년평균 표시 해제)를 출력, 일람표 상단 전 교사 서명 후 클립철해 제출. 평가기준표에 없는 점수(예: 10-8-6점 기준에 9점) 입력 여부를 반드시 확인시키고, 동교과 강사에게는 교과교사가 직접 전달하도록 안내함.",TRUE
149,2025-12,12/8,"교무기획부","교무기획부장","연말 인사 조사(전보·휴직·명예퇴직)","12/8 중→고 전보 희망 서류 마감(당일 15시 교육청 공문 발송), 12/11 나이스 인사기록 현행화(주소·가족·경력)와 2026년 휴직 예정자 신고(12/16까지) 안내. 12/15에는 2026년 8월말 명예퇴직 수요조사를 공람하고 12/23까지 희망자 회신을 받음. 12월 중순에 인사 관련 조사가 몰리므로 일정 관리 필요.",TRUE
150,2025-12,12/10,"창의인문부","기획","학생회 정·부회장 선거 운영","12/8 점심 모집 설명회 → 12/10 선거 공고 포스터 학급 배부 → 12/23~30 아침 교문 선거운동 → 12/31 6·7교시 선거 실시(창의인문부가 학급별 임장교사 배정, 조퇴·연가자 사전 파악) → 1/2 당선인 공고 순으로 진행. 각 단계마다 담임교사 대상 안내 메시지 발송이 필요함.",TRUE
151,2025-12,12/10,"교육연구부","연구기획","1정 자격연수 등록·복무 상신 안내","대상 교사에게 1정 연수 공문 공람 후 기간 내 등록을 안내하고, 복무 상신 방법을 상세 안내함(집합연수는 국내출장(관내), 원격연수일은 오전 출장+오후 조퇴, 특정일은 41조 연수+출장 분할). 12/16 오전까지 복무 상신 완료하도록 마감 관리.",TRUE
152,2025-12,12/11,"보건","보건","교직원 공단검진 연내 마감 안내","당해년도 대상자(홀수연도 출생)가 12/31까지 검진받도록 리마인드, 미검진 시 과태료 부과 가능 안내. 검진 후 기관·날짜를 보건실에 통보받고, 개인 종합검진·임신 등 사유자는 공단에 검진제외 신청하도록 안내함.",TRUE
153,2025-12,12/12,"2학년부","기초학력","기초학력 3차 향상도 검사·실력향상수업 정산","3학년은 3차 향상도 검사지를 출력해 12/22 점심까지 실시 후 원본 제출(1·2학년은 기말고사 성적으로 대체 점검). 실력향상수업 출석부는 15차시 기준, 활동일이 교사 복무와 겹치지 않게, 방과후 시간 45분/차시로 작성해 제출. 1/2 검사 결과지를 배부해 교과협의록에 기재하도록 후속 안내함.",TRUE
154,2025-12,12/15,"교무기획부(고사)","고사계","2학기 기말고사 시행·시험감독 운영","12/15~17 매일 아침 시감 유의사항 안내(책상 서랍 교탁 방향, 출석번호순 5×7 배치, 문제지 면수·인쇄 확인, 별도 고사실 학생, 40분 교시 등)와 감독 누계시수 공유. 시험 후 12/23~24 1·2학년 성적 이의신청 기간 운영, 12/26 고사 원안·정답배점표 PDF 제출 안내(문서 암호 해제, 파일명 규칙, 12/30 마감).",TRUE
155,2025-12,12/15,"행정실","계약·학운위","2회 추경·2026 본예산 요구서 제출","2026학년도 본예산 요구서는 12/31까지 내부기안(행정실장·담당자 공람, 전년 결산자료 참고), 제2회 추경 요구서는 12/23까지 기안하되 학기말 불용 예산은 감액처리 신청. 추경 안건을 다룰 학운위(1/7) 안건은 12/26까지 제출. 교감도 부서별 2026 예산계획 파일 사전 제출을 요청함(12/23).",TRUE
156,2025-12,12/17,"상담복지부","방과후","겨울방학 방과후 강좌 수요조사","4기(겨울방학) 방과후는 1/12~23 2주간 운영되며, 강좌 개설 희망 교사는 12/19까지 구글시트에 작성하도록 안내. 방학 약 4주 전에 수요조사를 시작해야 함.",TRUE
157,2025-12,12/18,"교육연구부","연구기획","학교발전협의회 운영","12/22·12/26 14:30 과학실A에서 1·2차 학교발전협의회 진행(전체 안내 후 분임토의, 노트북 지참), 해당일은 교과시간 10분 단축 운영. 부서별 협의 내용은 12/26까지 구글시트에 입력받고, 협의 결과 중 2026 학교교육계획·학교규정 반영 사항은 부장들이 확인하도록 후속 처리(12/29).",TRUE
158,2025-12,12/19,"교무기획부","교무기획부장","연말·학년말 학사일정 종합 안내","발전협의회 단축수업(12/22·26), 성적 이의신청 12/23~24(체험학습 불가), 학년별 외부활동에 따른 급식시간 변경, 1/6(화) 월요일 시간표 대체 수업, 1/7~8 4교시 오전수업 등을 종합 안내. 외부활동으로 수업이 빠지는 교사의 보강 발생 가능성과 강사 사전 안내 책임도 명시함.",TRUE
159,2025-12,12/24,"교장·교감","교감","2026 업무분장 부장희망원 접수","2026학년도 업무분장을 위해 부장 희망자는 희망원을 작성·출력해 12/29까지 제출하도록 안내. 이후 1월 초 인사자문위 협의와 전체 업무분장 희망원 접수로 이어지는 첫 단계임.",TRUE
160,2025-12,12/26,"교무기획부","기획(인사·복무)","겨울방학 과제 수합","겨울방학 계획 수립을 위해 방학 과제가 있는 교과는 교과주임이 수합해 12/30까지 회신하도록 안내. 방학계획서(연수자료)에 반영됨.",TRUE
161,2025-12,12/29,"교무기획부(고사)","고사계","12월 교과협의록(학기말 성적 분석)","전 교과가 1·2학년 수행평가 성적 분석(수행 100% 교과는 이것만)과 기말고사 성적 분석 협의록을 1/2까지 기안. 결재라인은 동교과 전체(병렬협조)-고사담당-교무부장-교감-교장이며 관련 문서번호를 기안문에 명기. 협의 날짜 이전 기안 금지, 참석자 근태 일치 확인 필요.",TRUE
162,2025-12,12/29,"교무기획부","교무기획부장","2026 범교과 학습주제 편성 안내","내년도 범교과 학습주제 편성·운영 공문을 공람하고, 각 부서가 필수 실시 내용을 창체에 편성 요청하거나 창체 편성이 어려우면 부서 차원 교육계획을 마련하도록 안내. 2학기 초 수요조사로 만든 창체계획은 확정이 아니며 교육과정에 따라 변동될 수 있음을 고지함.",TRUE
163,2026-01,1/2,"행정실","세입·기록물","2025년 생산기록물 행정실 이관","각 부서가 보존문서인계인수서(보유기록물 목록)를 작성해 내부기안(부장-교감-교장, 행정실장·담당 공람) 후, 출력본에 인계자 서명해 기록물과 함께 1/8까지 행정실에 제출. 페이퍼클립 제거, 시험지·답안지는 표지 부착한 박스로 제출 가능.",TRUE
164,2026-01,1/2,"교무기획부","기획(인사·복무)","겨울방학 41조 연수·eVPN 복무 상신","방학 중 41조 연수와 eVPN을 1/6(화) 오전까지 일괄 복무 상신하도록 안내. 신학년도 준비기간(2/12·2/13·2/26)과 설연휴는 제외하고 상신해야 하며, 공무 외 국외여행 계획서 양식은 공유자료실에 게시. 방학식(1/9) 전 주에 안내 필요.",TRUE
165,2026-01,1/5,"행정실","급여","연말정산 서류 제출","1/20~23 16시까지 나이스 업로드 및 서류 제출: 소득세액공제신고서(서명), 국세청 간소화 PDF, 해당자 등본·가족관계증명서(부양가족 주민번호 전체공개), 의료비·기부금 명세서 등. 해외여행 등으로 기한 내 제출이 어려우면 사전 연락받도록 안내함.",TRUE
166,2026-01,1/5,"교육연구부","교과서","학년말 헌 교과서 배출","1/7 1교시부터 3학년→2학년→1학년, 1반부터 순차적으로 학생이 직접 후관 분리수거장에 배출(쉬는 시간 진행 금지, 끝반이 다음 학년 1반에 순서 전달). 진급학년에서 계속 쓰는 교과서는 버리지 않도록, 버려도 되는 교과서 목록을 담임이 칠판에 부착하고 임장 교과교사가 확인.",TRUE
167,2026-01,1/5,"교무기획부(생기부)","생기부","생기부 세특 동일 문구 점검","여름 교육청 점검에서 학생 간 세특이 처음부터 끝까지 동일한 사례가 지적되어, 겨울방학 점검 전 전 교과교사에게 같은 반·인접 번호 학생 위주로 완전 동일 세특이 없는지 재확인 요청. 학기말 생기부 마감 전 점검 항목으로 유지 필요.",TRUE
168,2026-01,1/5,"생활지도부","기획","학생생활규정 제·개정 의견수렴","휴대전화 벌점 부과, 수업방해 징계 강화, 학생회 후보 추천 기준 등 4개 개정안에 대해 e알리미 설문을 1/6까지 진행하고 담임이 학생 참여를 독려. 참여 저조로 기한을 연장(1/9)했고 종업식 1교시에 담임 지도하에 QR 설문으로 전원 참여시킴. 설문 시기를 방학 직전으로 잡으면 참여 관리가 어려움.",FALSE
169,2026-01,1/5,"행정실","행정실장","방학 중 교사동 대청소","방학 중 교내 전체 대청소 실시를 1/5 안내하고 1/7 재안내. 교실·특별실 정리와 협조사항을 방학 전 전 교직원에게 공지함.",TRUE
170,2026-01,1/7,"체육안전부","안전점검·훈련","교직원 안전교육 실적 제출","전 교직원(교원·직원·계약제 포함)이 구글폼에 이수/미이수를 반드시 체크하고 이수증 PDF를 1/23까지 메신저로 제출. 정교사는 3년 주기(2024~2026) 15시간, 계약제 교직원은 6개월마다 2시간 기준. 학년말에 이수 현황을 정리해야 함.",TRUE
171,2026-01,1/7,"교무기획부","교무기획부장","2026 교육과정 최종 확정","1학년 1학기 자유학기 운영을 위한 -1시수 감축 교과를 국어·사회·기술가정으로, 2학기 학교자율시간은 정보 2시간 운영으로 확정해 보고. 12/31 교육과정위원회와 교과별 논의(감축 협의)를 거쳤고, 확정 직후 교과주임이 회의록에 당일 서명하도록 마감함. 보고 기한이 방학 직전이라 일정이 촉박함.",TRUE
172,2026-01,1/7,"교장·교감","교감","2026 업무분장 희망원 접수·조정","업무분장(안) 배부 후 전 교원이 희망원을 1/9 11시까지 제출: 6개 업무 기재(지망 순위 없음), 본교 2년 이상 동일업무는 교체 원칙(업무팀↔학년부 순환), 생활지도부 업무 1개 필수 기재. 1/2~1/7 인사자문위원회 회의와 부장단 확인을 병행했고, 2/12 수정 업무분장표 배포로 확정됨.",TRUE
173,2026-01,1/7,"교무기획부","기획(인사·복무)","겨울방학식·졸업식·종업식 운영","1/9(금) 1·2교시 40분 운영 후 1·2학년 귀가, 3학년은 10:40 강당 입실·11시 졸업식. 전날 졸업생 증가로 접이식 의자 확보, 2·3학년 교실 개방 대비 청소·정리, 당일 복무는 오전 11시 전 상신 등 협조 안내. 졸업식 가정통신문은 1/2 사전 발송함.",TRUE
174,2026-01,1/8,"교무기획부","수업계","4분기 보강 수당 정산","4분기(11/1~1/8) 보강 배정 현황 파일을 배부해 당일 4교시까지 이의 확인 후 수당 지급(시간당 12,000원). 본인 결강 보강, 수업 감소 교사의 보강, 동아리 보강은 지급 제외. 학기 중에는 매주 시간표 변경 안내도 같은 담당자가 수행함.",TRUE
175,2026-02,2/9,"행정실","계약·학운위","학년도말 학운위 마무리·차기 구성 준비","2/12 15:30 2025학년도 마지막 학교운영위원회 개최 안내. 2/26에는 차기 학부모위원 선출관리위원회 추천자 명단 양식을 배부해 새 학년도 학운위 구성 절차를 시작함.",TRUE
176,2026-02,2/11,"행정실","급여","교육공무직원 근무성적평가","부서 배치 교육공무직원의 근무성적평가표를 담당 부장이 작성·서명(양면 인쇄)해 2/13까지 행정실에 제출. 학년도말 정례 평가임.",TRUE
177,2026-02,2/13,"창의인문부","동아리","교내동아리 편성 인원 조정","신학년 교내동아리 인원은 특별한 사유가 없는 한 학급당 2명 기준(학년별 학급수×2)으로, 2/23까지 공유 구글시트에 개설 동아리 인원을 입력·수정하도록 안내함.",TRUE
178,2026-02,2/13,"과학정보부","정보기기","방학 중 정보기기 유지보수 신청","프린터 연결 등 유지보수가 필요한 교사는 신청 구글시트에 작성하고 노트북 비밀번호를 메모로 남겨야 방학 중(2/26) 작업 가능. 개학 전 기기 점검을 위해 신학년 준비기간 전에 수요를 수합함.",TRUE
179,2026-02,2/13,"교장·교감","교감","장기재직휴가 신청 접수","2026년 1학기 장기재직휴가 희망자는 2/26까지 교감에게 신청서 제출. 관련 지침과 신청 서식은 공유자료실 장기재직휴가 폴더에 게시함.",TRUE
180,2026-02,2/19,"교무기획부","기획(신학년)","2026 학교안내자료 제작","구글 공유드라이브의 담당부서 안내 파일을 확인하고 기존 2025 학교안내자료를 부서별로 수정해 3/5까지 제출하도록 부장들에게 안내. 신입생·학부모 안내용 자료로 개학 직후 배포됨.",TRUE
181,2026-02,2/20,"행정실","행정실장","학년도말 지출품의 마감","2025학년도 회계 지출품의를 2/25까지 각 부서에서 완료하도록 안내(행정실 원인행위 2/27 완료 일정 역산). 회계연도 마감 전 미집행 예산 정리 필요.",TRUE
182,2026-02,2/23,"교장·교감","교감","3월 교육활동 계획 입력·신학년 자료 정비","3월 월간·주간 계획을 구글 공유드라이브(2026 폴더)에 입력하고, 공유자료실 2025 폴더의 작년 자료를 참고해 업무 진행 시 2026 각 부서 폴더에 업로드하도록 안내. 출결 관련 서류는 학년부장 협의 후 수정·업로드. 2/26 예정이던 부장회의는 3/3(개학일)로 연기됨.",TRUE
183,2026-02,2/26,"1학년부","주제선택","자유학기 주제선택 프로그램 개학 준비","주제선택 운영 교사는 2/26 퇴청 전까지 프로그램 구글시트를 입력하고, OT용 소개자료 내용을 개학일(3/3) 퇴청 전까지 회신. 담당자가 PPT·소개 영상을 제작해 개학 직후 학생 선택 안내에 사용하므로 일정이 촉박함.",TRUE
184,2026-02,2/26,"도서관","사서","수업 지원 도서·공간 수요조사","올해 교과수업·수행평가에 필요한 도서(복본 구입)와 도서관 모둠학습실 수업 계획 수요를 양식에 기재해 3/13까지 회신하도록 전 교사에게 안내. 신학기 장서·공간 운영 계획에 반영됨.",TRUE
185,2026-02,2/26,"교육연구부","기획","학습 SW 학운위 심의 안내","정규수업에서 잠깐이라도 사용하는 모든 SW(공공·교사 개발·해외 포함)는 학운위 심의 대상이며(동아리·방과후 제외), 교육청 시트의 요건 충족 SW만 심의 요청 가능. 구글 클래스룸·미리캔버스·캔바 등 기심의 목록 외 SW는 과학정보부가 수합해 추가 심의 진행, 서면 심의 간소화는 1학기까지 연장됨.",TRUE
186,2026-02,2/26,"과학정보부","정보기획","개인정보 동의서·처리방침 정비","신학년 개인정보 수집·이용 동의서 가정통신문 제작을 위해 부서별로 추가 동의가 필요한 신규 업무를 3/3 퇴청 전까지 회신받고, 작년 개인정보 처리방침 기준 위탁업무·수탁기관 정보도 함께 파악. 개학 초 전체 학생 동의 절차 전에 완료해야 함.",TRUE
187,2026-02,2/27,"교무기획부","기획(신학년)","개학일 일정·신학년 기초자료 배포","3/3(화) 개학일 일과표를 첨부로 재안내하고, 3/1 기준 학생수와 반별 학생명렬표를 공유자료실에 게시(2·3학년 반편성은 3/3 공개 전 유출 금지). 교직원 명렬·좌석배치도·비상연락망도 공유자료실 2026 교무기획부 폴더에 게시함.",TRUE
188,2026-03,3/3,"교무기획부","연수·교과서","교과서 배부 및 교사용 교과서 안내","개학일(3/3)에 담임이 교과서를 배부하고 과부족 권수를 당일 퇴청 전까지 구글시트에 입력, 남거나 모자란 교과서는 담당자에게 학생 편으로 처리한다. 분실 시 학생이 직접 구매, 전출 시 반납을 학급에 공지시킨다. 교사용 교과서는 1교무실에 비치하고 부족분은 교과별로 출판사에 직접 요청, 지도서는 담당자에게 대여 신청한다.",TRUE
189,2026-03,3/3,"행정실","급여","신학기 급여자료 제출","3월 급여 작업을 위해 개학 직후 전 교직원의 원천징수동의서(식대·상조 공제 체크), 부양가족수당 수령자의 부양가족신고서(기존 수령자도 재제출), 신규자 급여통장 사본을 걷는다. 2026년은 3/4(수) 16시 마감으로 운영했다. 3/9에는 원천징수동의서의 식대공제 체크 확인 안내가 추가로 나갔다.",TRUE
190,2026-03,3/3,"교무기획부","기획(교무)","학사일정 배부 및 신학년 초 일정 안내","개학일 아침에 교직원용·교실 게시용(학생용) 학사일정 파일을 전체 발송하고, 학기 초 적응기간 신학년 일정을 별도 안내한다. 3/19경 인쇄된 교직원용 학사력이 나오면 부서별로 배부한다. 이후 학사일정 변경(4/10 노동절 공휴일 지정 등) 시 수정본을 재배포한다.",TRUE
191,2026-03,3/3,"교무기획부","수업계","시간표 운영(임시→확정) 및 주간 변경 안내","개학일에 임시 시간표(3/4~3/10 운영)를 안내하고, 3/10에 확정 시간표를 배포해 3/11부터 적용했다. 교사·학생 모두 컴시간 알리미(학생에게 학교코드 비공개)로 매일 아침 당일 변동을 확인하도록 별도 사용법을 안내한다. 이후 매주 금요일경 다음 주 시간표 변경(조퇴·출장·연구수업 등 사유 포함)을 전체 메시지로 안내하는 것이 상시 업무다.",TRUE
192,2026-03,3/3,"교무기획부","고사계","교과평가계획 수립·제출","신학년 준비기간에 패들렛으로 교과평가계획을 수합하고, 세부 평가계획서는 3/5까지 공유자료실(2026 고사 폴더)에 제출받는다. 이후 검토→학업성적관리위원회 심의→교육청 보고 순으로 진행되므로 기한 준수가 중요하다. 3/25에는 교무부장이 과제형·암기식 수행평가 금지 공문을 전체 재안내했으니 평가계획 검토 시 반영해야 한다.",TRUE
193,2026-03,3/3,"교무기획부","나이스·생기부","나이스 부서별 권한 부여","학기 초 나이스 기본 세팅 후, 각 부장이 부서원 자료권한을 추가/삭제하고 학년반 교무자료권한 승인요청(결재: 담당부장-교감-교장)을 직접 올리도록 방법을 안내한다. 과목 개설 후 교과목 권한, 동아리 편성 후 동아리 권한, 자유학기 편성 후 자유학기 권한이 순차 생성됨을 알린다. 연도 전환 작업 등으로 나이스를 전년도로 잠시 돌릴 때는 사전 공지 후 작업한다.",TRUE
194,2026-03,3/4,"상담복지부","방과후","1기 방과후학교 강좌 개설 수요조사","3/23~6/26 총 20차시(차시당 45분) 운영 기준으로 교원 대상 강좌 개설 희망을 3/6까지 수합했다. 아침반(주2회 7:30~8:15) 또는 방과후반(주1회 2차시) 선택, 강좌당 12~20명(12명 미만 미개설, 2차시 후 10명 미만 폐강), 수당은 4,000원×20차시×수강인원. 학교행사 휴강 시 보강 실시 조건도 함께 안내한다.",TRUE
195,2026-03,3/4,"창의인문부","기획","1학기 학급 정·부회장 선출","3/4에 선출 예고(지원서 학급함 배부, 2·3학년은 교사 3인 추천 필요)→3/9에 당일 운영 절차(투표 방식, 회장·부회장 성별 상이, 과반 미달 시 2차 투표) 상세 안내→3/10 5교시 선출 후 즉시 명단 제출 순으로 진행했다. 당선자에게는 임원 리더십 캠프(3/26~27) 참가 신청서를 배부하고 3/13 비용 출금 가정통신문, 3/23 대의원회 안전교육까지 이어진다.",TRUE
196,2026-03,3/5,"생활지도부","생활평점","생활부원 선출","학급 정·부회장 선거와 같은 날(3/10 5교시) 학급당 남녀 각 1명의 생활부원을 선출하도록 담임에게 안내한다. 입후보에는 작년 수업 교사 3인의 추천 서명이 필요하며, 선출 당일 추천서를 생활지도부에 제출받는다. 학기 초 상벌점 초기화(3/10 실시, 개학 후 입력분도 삭제되므로 재입력 안내)도 함께 챙긴다.",TRUE
197,2026-03,3/6,"창의인문부","동아리","동아리 조직 및 연간 운영 시작","3/6 운영 예고(가정통신문·신청서 학급함 배부)→3/10 6교시 동아리 조직(담임 지도, 인원 제한 동아리는 구글시트 선입력 금지)·7교시 오리엔테이션→3/13 첫 동아리 활동 순으로 진행했다. 연간지도계획은 3/13 오전까지, 활동 물품신청은 3/18까지 수합하고, 매 활동일 전 구글시트에 활동 안내를 입력받는다. 외부강사 동아리는 성범죄·아동학대 전력조회 동의서를 미리 받아야 한다.",TRUE
198,2026-03,3/9,"위클래스","전문상담","전교생 표준화 심리검사","3/9에 예고 후 3/19(목) 4교시 전 학급에서 실시(1·2학년 다요인 인성검사, 3학년 교과계열 탐색검사). 해당 교시 교과교사가 1교무실에서 검사지를 수령해 방송 안내에 따라 실시하며 학생은 컴퓨터용 사인펜을 준비한다. 4/3에 검사 결과 활용 담임교사 연수를 실시했고, 1학년 정서행동특성검사는 별도로 4/2 4교시에 디벗으로 진행했다.",TRUE
199,2026-03,3/9,"교무기획부","기획(교무)","학부모총회 준비 및 운영","3/20(금) 총회를 앞두고 3/9 부서별 발표 PPT 제작 요청(필수 부서: 교무기획·교육연구·생활지도·2학년부, 3/16 마감)→3/16 마감 리마인드→3/18 통합 PPT 배포 및 당일 일정·시간표 안내 순으로 진행했다. 총회 때 학급당 2명씩 학부모 대의원 명단을 수합하고, 이 명단이 교복선정위·앨범선정위 등 각종 위원회 구성의 기초자료가 된다.",TRUE
200,2026-03,3/9,"보건","보건","교직원 결핵검진(흉부 X-ray)","3/9에 전 교직원 대상 구글설문으로 수요를 파악하고, 4/24(금) 1학년 건강검진과 같은 날 오전 8시부터 교직원 검진을 실시했다. 짝수년도 국가공단검진 대상자·채용 신체검진자는 해당 검진으로 대체되므로 4/24 검진 불가(설문에는 참여)임을 안내한다. 4/20과 4/23에 실시 직전 리마인드를 보냈다.",TRUE
201,2026-03,3/9,"체육안전부","체육행사·안전","안전점검의 날 운영 및 교직원 안전연수 이수 관리","매월 4일 안전점검의 날에 담당교실(담임=담임학급, 특별실·특별구역은 별도 배정) 체크리스트를 작성해 공유자료실 해당 월 폴더에 업로드하도록 하고, 매달 안내 메시지를 발송한다. 별도로 안전교육 의무이수(교원 3년 주기 15시간, 7대 영역 중 3개 이상 / 기간제·강사는 매학기 2시간)를 안내하고 이수증을 12/1까지 수합하며, 직무연수 인정 강좌 목록도 공유했다.",TRUE
202,2026-03,3/11,"교무기획부","연수·교과서","교직원 법정의무교육 운영","3/11에 올해 법정의무교육 목록을 구글시트로 정리해 부서별 담당·이수증 제출시기를 기재하게 하고, 서울시교육청연수원 법정의무연수 묶음과정 신청·이수를 전체 안내했다. 법정의무연수 포함 연 60시간 이상 직무연수를 이수해야 성과급 불이익이 없음을 함께 공지한다. 4/3부터 구글폼으로 이수증을 제출받았고, 감염병·4대폭력 예방 등 보건 소관 연수는 보건실에서 별도 안내(3/19)했다.",TRUE
203,2026-03,3/12,"2학년부","기초학력","맞춤형 학업성취도 자율평가(표집학교)","표집학교로 지정되어 3/16(월)~18(수) 학년별 3개 학급이 크롬북 기반 자율평가에 응시했다(2·3학년 국수영사과 5교시, 1학년은 진로적응도 포함 6교시). 해당 시간 교과교사가 감독하며, 성적 미반영 평가라는 점과 표집 취지를 미참여 학급에도 안내하도록 했다.",FALSE
204,2026-03,3/16,"교무기획부","수업지원","학기초 부서 협의회 실시","3/20(금)~4/10(금) 중 부서별 1일을 선택해 협의회(1인 25,000원)를 실시하도록 안내하고, 날짜를 3/19까지 구글시트에 입력받았다. 협의회 당일 조퇴·초근·출장 등 복무 상신자는 협의회 인원에서 제외해야 하며, 실시 후 계획서 기안과 품의를 처리한다. 학습준비물 신청(3/25 마감)·대여 장부 운영도 같은 담당자가 병행한다.",TRUE
